time_s,distance_m,rx_bytes,throughput_mbps
1.0000,20.000,14197400,227.1584
1.5000,20.000,14058800,224.9408
2.0000,20.000,14470400,231.5264
2.5000,20.000,13595400,217.5264
3.0000,20.000,14291200,228.6592
3.5000,20.000,13774600,220.3936
4.0000,20.000,14106400,225.7024
4.5000,20.000,15316000,245.0560
5.0000,20.000,14823200,237.1712
5.5000,20.000,14460600,231.3696
6.0000,20.000,14372400,229.9584
6.5000,20.000,13923000,222.7680
7.0000,20.000,15085000,241.3600
7.5000,20.000,15139600,242.2336
8.0000,20.000,14809200,236.9472
8.5000,20.000,14102200,225.6352
9.0000,20.000,14162400,226.5984
9.5000,20.000,15012200,240.1952
10.0000,20.000,14788200,236.6112
