time_s,distance_m,rx_bytes,throughput_mbps
1.0000,20.000,10390800,166.2528
1.5000,20.000,12632200,202.1152
2.0000,20.000,12672800,202.7648
2.5000,20.000,11883200,190.1312
3.0000,20.000,12633600,202.1376
3.5000,20.000,12684000,202.9440
4.0000,20.000,11666200,186.6592
4.5000,20.000,13764800,220.2368
5.0000,20.000,15859200,253.7472
5.5000,20.000,16136400,258.1824
6.0000,20.000,16091600,257.4656
6.5000,20.000,15829800,253.2768
7.0000,20.000,16384200,262.1472
7.5000,20.000,16675400,266.8064
8.0000,20.000,17276000,276.4160
8.5000,20.000,15832600,253.3216
9.0000,20.000,16490600,263.8496
9.5000,20.000,16280600,260.4896
10.0000,20.000,16132200,258.1152
