time_s,distance_m,rx_bytes,throughput_mbps
1.0000,20.000,13363000,213.8080
1.5000,20.000,14663600,234.6176
2.0000,20.000,14095200,225.5232
2.5000,20.000,13721400,219.5424
3.0000,20.000,12759600,204.1536
3.5000,20.000,14298200,228.7712
4.0000,20.000,13325200,213.2032
4.5000,20.000,13396600,214.3456
5.0000,20.000,13071800,209.1488
5.5000,20.000,13326600,213.2256
6.0000,20.000,13440000,215.0400
6.5000,20.000,14382200,230.1152
7.0000,20.000,13256600,212.1056
7.5000,20.000,13998600,223.9776
8.0000,20.000,14257600,228.1216
8.5000,20.000,14252000,228.0320
9.0000,20.000,13692000,219.0720
9.5000,20.000,13287400,212.5984
10.0000,20.000,13885200,222.1632
