time_s,distance_m,rx_bytes,throughput_mbps
1.0000,20.000,147000,2.3520
1.5000,20.000,390600,6.2496
2.0000,20.000,375200,6.0032
2.5000,20.000,383600,6.1376
3.0000,20.000,613200,9.8112
3.5000,20.000,897400,14.3584
4.0000,20.000,1521800,24.3488
4.5000,20.000,1639400,26.2304
5.0000,20.000,1628200,26.0512
5.5000,20.000,1632400,26.1184
6.0000,20.000,1674400,26.7904
6.5000,20.000,4292400,68.6784
7.0000,20.000,6144600,98.3136
7.5000,20.000,7266000,116.2560
8.0000,20.000,7183400,114.9344
8.5000,20.000,6608000,105.7280
9.0000,20.000,7765800,124.2528
9.5000,20.000,7221200,115.5392
10.0000,20.000,7274400,116.3904
