time_s,distance_m,rx_bytes,throughput_mbps
1.0000,20.000,233800,3.7408
1.5000,20.000,372400,5.9584
2.0000,20.000,380800,6.0928
2.5000,20.000,373800,5.9808
3.0000,20.000,718200,11.4912
3.5000,20.000,912800,14.6048
4.0000,20.000,1454600,23.2736
4.5000,20.000,1611400,25.7824
5.0000,20.000,1650600,26.4096
5.5000,20.000,2328200,37.2512
6.0000,20.000,2942800,47.0848
6.5000,20.000,3288600,52.6176
7.0000,20.000,3781400,60.5024
7.5000,20.000,5793200,92.6912
8.0000,20.000,6451200,103.2192
8.5000,20.000,6102600,97.6416
9.0000,20.000,5919200,94.7072
9.5000,20.000,6217400,99.4784
10.0000,20.000,5902400,94.4384
