field,value,count
mcs,0,4995
mcs,1,1327
mcs,2,1748
mcs,3,1583
mcs,4,3612
mcs,5,2262
mcs,6,3924
mcs,7,2971
mcs,8,2200
mcs,9,1012
mcs,10,1001
mcs,11,704
width,20,6737
width,40,11791
width,80,8811
nss,1,15091
nss,2,12248
total_phy_tx,0,27339
rx_bytes_total,0,18951800
