time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,24455200,391.2832
1.5000,16.000,20074600,321.1936
2.0000,21.000,11901400,190.4224
2.5000,26.000,5538400,88.6144
3.0000,31.000,4548600,72.7776
3.5000,36.000,2213400,35.4144
4.0000,41.000,1855000,29.6800
4.5000,46.000,956200,15.2992
5.0000,51.000,289800,4.6368
5.5000,56.000,130200,2.0832
6.0000,61.000,32200,0.5152
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
