time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30475200,487.6032
1.5000,8.500,28869400,461.9104
2.0000,11.000,23703400,379.2544
2.5000,13.500,16111200,257.7792
3.0000,16.000,13840400,221.4464
3.5000,18.500,12840800,205.4528
4.0000,21.000,8591800,137.4688
4.5000,23.500,7926800,126.8288
5.0000,26.000,6762000,108.1920
5.5000,28.500,4895800,78.3328
6.0000,31.000,3176600,50.8256
6.5000,33.500,2993200,47.8912
7.0000,36.000,2401000,38.4160
7.5000,38.500,2346400,37.5424
8.0000,41.000,1612800,25.8048
8.5000,43.500,1257200,20.1152
9.0000,46.000,1064000,17.0240
9.5000,48.500,558600,8.9376
10.0000,51.000,434000,6.9440
