field,value,count
mcs,0,1395
mcs,1,1222
mcs,2,1012
mcs,3,2526
mcs,4,52492
mcs,5,23628
mcs,6,42292
mcs,7,45082
mcs,8,62040
mcs,9,40248
mcs,10,4708
mcs,11,3810
width,20,7680
width,40,51550
width,80,221225
nss,1,31635
nss,2,248820
total_phy_tx,0,280455
rx_bytes_total,0,337036000
