time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31197600,499.1616
1.5000,8.500,26392800,422.2848
2.0000,11.000,21849800,349.5968
2.5000,13.500,17497200,279.9552
3.0000,16.000,15304800,244.8768
3.5000,18.500,12094600,193.5136
4.0000,21.000,10334800,165.3568
4.5000,23.500,10199000,163.1840
5.0000,26.000,7233800,115.7408
5.5000,28.500,4837000,77.3920
6.0000,31.000,4725000,75.6000
6.5000,33.500,3742200,59.8752
7.0000,36.000,2307200,36.9152
7.5000,38.500,2140600,34.2496
8.0000,41.000,2633400,42.1344
8.5000,43.500,957600,15.3216
9.0000,46.000,926800,14.8288
9.5000,48.500,392000,6.2720
10.0000,51.000,163800,2.6208
