time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,33233200,531.7312
1.5000,8.500,26961200,431.3792
2.0000,11.000,19482400,311.7184
2.5000,13.500,15583400,249.3344
3.0000,16.000,14270200,228.3232
3.5000,18.500,16220400,259.5264
4.0000,21.000,10269000,164.3040
4.5000,23.500,8750000,140.0000
5.0000,26.000,7484400,119.7504
5.5000,28.500,7568400,121.0944
6.0000,31.000,3788400,60.6144
6.5000,33.500,3158400,50.5344
7.0000,36.000,2452800,39.2448
7.5000,38.500,2475200,39.6032
8.0000,41.000,1481200,23.6992
8.5000,43.500,1106000,17.6960
9.0000,46.000,462000,7.3920
9.5000,48.500,400400,6.4064
10.0000,51.000,218400,3.4944
