time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,26672800,426.7648
1.5000,16.000,18971400,303.5424
2.0000,21.000,14151200,226.4192
2.5000,26.000,10190600,163.0496
3.0000,31.000,6620600,105.9296
3.5000,36.000,3563000,57.0080
4.0000,41.000,1775200,28.4032
4.5000,46.000,495600,7.9296
5.0000,51.000,428400,6.8544
5.5000,56.000,123200,1.9712
6.0000,61.000,0,0.0000
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
