time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,31154200,498.4672
1.5000,4.000,30860200,493.7632
2.0000,5.000,27620600,441.9296
2.5000,6.000,27686400,442.9824
3.0000,7.000,25284000,404.5440
3.5000,8.000,23517200,376.2752
4.0000,9.000,20762000,332.1920
4.5000,10.000,20214600,323.4336
5.0000,11.000,17609200,281.7472
5.5000,12.000,17396400,278.3424
6.0000,13.000,12843600,205.4976
6.5000,14.000,13498800,215.9808
7.0000,15.000,9622200,153.9552
7.5000,16.000,8960000,143.3600
8.0000,17.000,7421400,118.7424
8.5000,18.000,6378400,102.0544
9.0000,19.000,5467000,87.4720
9.5000,20.000,5052600,80.8416
10.0000,21.000,4275600,68.4096
