field,value,count
mcs,0,1168
mcs,1,1955
mcs,2,2376
mcs,3,2297
mcs,4,29040
mcs,5,22859
mcs,6,35725
mcs,7,53365
mcs,8,48136
mcs,9,66044
mcs,10,6466
mcs,11,4796
width,20,9882
width,40,44863
width,80,219482
nss,1,37237
nss,2,236990
total_phy_tx,0,274227
rx_bytes_total,0,330092000
