field,value,count
mcs,0,4528
mcs,1,1594
mcs,2,2018
mcs,3,2659
mcs,4,13252
mcs,5,12118
mcs,6,8190
mcs,7,6745
mcs,8,7920
mcs,9,3344
mcs,10,2841
mcs,11,1496
width,20,9587
width,40,27545
width,80,29573
nss,1,28143
nss,2,38562
total_phy_tx,0,66705
rx_bytes_total,0,60709600
