field,value,count
mcs,0,2978
mcs,1,3072
mcs,2,6480
mcs,3,2548
mcs,4,27904
mcs,5,12708
mcs,6,27708
mcs,7,27146
mcs,8,19712
mcs,9,15664
mcs,10,5632
mcs,11,5192
width,20,14174
width,40,28862
width,80,113708
nss,1,30466
nss,2,126278
total_phy_tx,0,156744
rx_bytes_total,0,156569000
