field,value,count
mcs,0,1257
mcs,1,889
mcs,2,1980
mcs,3,2880
mcs,4,58300
mcs,5,10754
mcs,6,29936
mcs,7,38280
mcs,8,50336
mcs,9,55308
mcs,10,5456
mcs,11,5940
width,20,10157
width,40,48515
width,80,202644
nss,1,50679
nss,2,210637
total_phy_tx,0,261316
rx_bytes_total,0,315624400
