field,value,count
mcs,0,4045
mcs,1,628
mcs,2,3193
mcs,3,4340
mcs,4,15798
mcs,5,35580
mcs,6,22624
mcs,7,86729
mcs,8,15664
mcs,9,21868
mcs,10,8360
mcs,11,8844
width,20,8988
width,40,25570
width,80,193115
nss,1,29059
nss,2,198614
total_phy_tx,0,227673
rx_bytes_total,0,164483200
