field,value,count
mcs,0,4817
mcs,1,1390
mcs,2,1473
mcs,3,1131
mcs,4,6218
mcs,5,1615
mcs,6,2366
mcs,7,1632
mcs,8,2992
mcs,9,1100
mcs,10,880
mcs,11,528
width,20,5082
width,40,15675
width,80,5385
nss,1,13720
nss,2,12422
total_phy_tx,0,26142
rx_bytes_total,0,18470200
