field,value,count
mcs,0,1744
mcs,1,2156
mcs,2,8008
mcs,3,19052
mcs,4,48532
mcs,5,17468
mcs,6,22352
mcs,7,55396
mcs,8,20724
mcs,9,121955
mcs,10,15224
mcs,11,24508
mcs,12,6996
mcs,13,8712
width,20,128
width,80,372699
nss,1,1744
nss,2,371083
total_phy_tx,0,372827
rx_bytes_total,0,419862800
