field,value,count
mcs,0,366
mcs,6,220
mcs,7,2200
mcs,8,80696
mcs,9,122012
mcs,10,123382
mcs,11,230341
width,20,128
width,80,559089
nss,1,366
nss,2,558851
total_phy_tx,0,559217
rx_bytes_total,0,753480000
