field,value,count
mcs,0,4608
mcs,1,1994
mcs,2,2644
mcs,3,1859
mcs,4,7551
mcs,5,7252
mcs,6,21779
mcs,7,7087
mcs,8,9111
mcs,9,6074
mcs,10,3522
mcs,11,2979
width,20,10143
width,40,20039
width,80,46278
nss,1,22681
nss,2,53779
total_phy_tx,0,76460
rx_bytes_total,0,62879600
