field,value,count
mcs,0,5110
mcs,1,425
mcs,2,1234
mcs,3,2096
mcs,4,10847
mcs,5,10006
mcs,6,29981
mcs,7,24454
mcs,8,13772
mcs,9,11044
mcs,10,4268
mcs,11,3784
width,20,5310
width,40,14278
width,80,97433
nss,1,18464
nss,2,98557
total_phy_tx,0,117021
rx_bytes_total,0,71040200
