time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,32498200,519.9712
1.5000,8.500,26874400,429.9904
2.0000,11.000,22146600,354.3456
2.5000,13.500,16434600,262.9536
3.0000,16.000,14550200,232.8032
3.5000,18.500,12692400,203.0784
4.0000,21.000,9535400,152.5664
4.5000,23.500,6904800,110.4768
5.0000,26.000,8274000,132.3840
5.5000,28.500,6442800,103.0848
6.0000,31.000,3836000,61.3760
6.5000,33.500,3211600,51.3856
7.0000,36.000,2450000,39.2000
7.5000,38.500,2574600,41.1936
8.0000,41.000,1832600,29.3216
8.5000,43.500,1278200,20.4512
9.0000,46.000,982800,15.7248
9.5000,48.500,565600,9.0496
10.0000,51.000,299600,4.7936
