time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30650200,490.4032
1.5000,8.500,25597600,409.5616
2.0000,11.000,21925400,350.8064
2.5000,13.500,16672600,266.7616
3.0000,16.000,14739200,235.8272
3.5000,18.500,10504200,168.0672
4.0000,21.000,9088800,145.4208
4.5000,23.500,7707000,123.3120
5.0000,26.000,5031600,80.5056
5.5000,28.500,4208400,67.3344
6.0000,31.000,3159800,50.5568
6.5000,33.500,2192400,35.0784
7.0000,36.000,1512000,24.1920
7.5000,38.500,890400,14.2464
8.0000,41.000,669200,10.7072
8.5000,43.500,519400,8.3104
9.0000,46.000,246400,3.9424
9.5000,48.500,232400,3.7184
10.0000,51.000,177800,2.8448
