field,value,count
mcs,0,148
mcs,2,176
mcs,3,484
mcs,4,880
mcs,5,352
mcs,6,704
mcs,7,2508
mcs,8,1144
mcs,9,64240
mcs,10,27192
mcs,11,87604
mcs,12,42196
mcs,13,406076
width,20,127
width,80,633577
nss,1,148
nss,2,633556
total_phy_tx,0,633704
rx_bytes_total,0,876311800
