time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,33706400,539.3024
1.5000,8.500,27770400,444.3264
2.0000,11.000,19917800,318.6848
2.5000,13.500,14816200,237.0592
3.0000,16.000,12822600,205.1616
3.5000,18.500,10714200,171.4272
4.0000,21.000,6330800,101.2928
4.5000,23.500,5226200,83.6192
5.0000,26.000,4188800,67.0208
5.5000,28.500,3612000,57.7920
6.0000,31.000,2443000,39.0880
6.5000,33.500,1940400,31.0464
7.0000,36.000,1320200,21.1232
7.5000,38.500,1096200,17.5392
8.0000,41.000,294000,4.7040
8.5000,43.500,765800,12.2528
9.0000,46.000,660800,10.5728
9.5000,48.500,442400,7.0784
10.0000,51.000,334600,5.3536
