time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,38991400,623.8624
1.5000,1.000,37746800,603.9488
2.0000,1.000,39880400,638.0864
2.5000,1.000,39846800,637.5488
3.0000,1.000,37192400,595.0784
3.5000,1.000,39796400,636.7424
4.0000,1.000,42254800,676.0768
4.5000,1.000,37682400,602.9184
5.0000,1.000,41484800,663.7568
5.5000,1.000,40782000,652.5120
6.0000,1.000,37149000,594.3840
6.5000,1.000,35571200,569.1392
7.0000,1.000,39079600,625.2736
7.5000,1.000,41458200,663.3312
8.0000,1.000,36947400,591.1584
8.5000,1.000,38619000,617.9040
9.0000,1.000,36296400,580.7424
9.5000,1.000,39565400,633.0464
10.0000,1.000,40717600,651.4816
