time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,47238800,755.8208
1.5000,1.000,48578600,777.2576
2.0000,1.000,44655800,714.4928
2.5000,1.000,45770200,732.3232
3.0000,1.000,47492200,759.8752
3.5000,1.000,47597200,761.5552
4.0000,1.000,44273600,708.3776
4.5000,1.000,47098800,753.5808
5.0000,1.000,45147200,722.3552
5.5000,1.000,47055400,752.8864
6.0000,1.000,45651200,730.4192
6.5000,1.000,46452000,743.2320
7.0000,1.000,45917200,734.6752
7.5000,1.000,41330800,661.2928
8.0000,1.000,48064800,769.0368
8.5000,1.000,47377400,758.0384
9.0000,1.000,45082800,721.3248
9.5000,1.000,46013800,736.2208
10.0000,1.000,46547200,744.7552
