time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,17868200,285.8912
1.5000,16.000,14312200,228.9952
2.0000,21.000,7999600,127.9936
2.5000,26.000,4638200,74.2112
3.0000,31.000,3267600,52.2816
3.5000,36.000,1936200,30.9792
4.0000,41.000,1681400,26.9024
4.5000,46.000,830200,13.2832
5.0000,51.000,659400,10.5504
5.5000,56.000,277200,4.4352
6.0000,61.000,33600,0.5376
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
