time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,37947000,607.1520
1.5000,1.000,39279800,628.4768
2.0000,1.000,37028600,592.4576
2.5000,1.000,40031600,640.5056
3.0000,1.000,42323400,677.1744
3.5000,1.000,42026600,672.4256
4.0000,1.000,40002200,640.0352
4.5000,1.000,42018200,672.2912
5.0000,1.000,40227600,643.6416
5.5000,1.000,38837400,621.3984
6.0000,1.000,41140400,658.2464
6.5000,1.000,39758600,636.1376
7.0000,1.000,34511400,552.1824
7.5000,1.000,39219600,627.5136
8.0000,1.000,39074000,625.1840
8.5000,1.000,34830600,557.2896
9.0000,1.000,32272800,516.3648
9.5000,1.000,37044000,592.7040
10.0000,1.000,36996400,591.9424
