time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,32212600,515.4016
1.5000,8.500,26460000,423.3600
2.0000,11.000,21735000,347.7600
2.5000,13.500,18431000,294.8960
3.0000,16.000,13921600,222.7456
3.5000,18.500,9863000,157.8080
4.0000,21.000,8318800,133.1008
4.5000,23.500,7574000,121.1840
5.0000,26.000,7616000,121.8560
5.5000,28.500,5322800,85.1648
6.0000,31.000,3011400,48.1824
6.5000,33.500,3025400,48.4064
7.0000,36.000,1999200,31.9872
7.5000,38.500,1436400,22.9824
8.0000,41.000,1433600,22.9376
8.5000,43.500,1013600,16.2176
9.0000,46.000,415800,6.6528
9.5000,48.500,82600,1.3216
10.0000,51.000,222600,3.5616
