time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,33371800,533.9488
1.5000,4.000,33593000,537.4880
2.0000,5.000,31397800,502.3648
2.5000,6.000,30060800,480.9728
3.0000,7.000,28758800,460.1408
3.5000,8.000,24833200,397.3312
4.0000,9.000,19915000,318.6400
4.5000,10.000,20263600,324.2176
5.0000,11.000,16815400,269.0464
5.5000,12.000,16795800,268.7328
6.0000,13.000,14974400,239.5904
6.5000,14.000,11856600,189.7056
7.0000,15.000,11866400,189.8624
7.5000,16.000,9688000,155.0080
8.0000,17.000,8058400,128.9344
8.5000,18.000,7824600,125.1936
9.0000,19.000,6283200,100.5312
9.5000,20.000,5663000,90.6080
10.0000,21.000,4774000,76.3840
