field,value,count
mcs,0,5356
mcs,1,392
mcs,2,794
mcs,3,1822
mcs,4,9680
mcs,5,10063
mcs,6,7832
mcs,7,5094
mcs,8,2244
mcs,9,3168
mcs,10,1672
mcs,11,1573
width,20,3409
width,40,10104
width,80,36177
nss,1,12635
nss,2,37055
total_phy_tx,0,49690
rx_bytes_total,0,23849000
