field,value,count
mcs,0,5139
mcs,1,456
mcs,2,1167
mcs,3,820
mcs,4,6317
mcs,5,3613
mcs,6,10506
mcs,7,6898
mcs,8,2552
mcs,9,1980
mcs,10,1672
mcs,11,1628
width,20,4954
width,40,11950
width,80,25844
nss,1,14527
nss,2,28221
total_phy_tx,0,42748
rx_bytes_total,0,21655200
