field,value,count
mcs,0,4479
mcs,1,1788
mcs,2,2622
mcs,3,2287
mcs,4,16244
mcs,5,6429
mcs,6,17124
mcs,7,7190
mcs,8,10120
mcs,9,3432
mcs,10,3696
mcs,11,2640
width,20,8682
width,40,24499
width,80,44870
nss,1,21417
nss,2,56634
total_phy_tx,0,78051
rx_bytes_total,0,63638400
