field,value,count
mcs,0,4008
mcs,1,758
mcs,2,2273
mcs,3,10537
mcs,4,23588
mcs,5,19942
mcs,6,38717
mcs,7,21896
mcs,8,66264
mcs,9,10780
mcs,10,5192
mcs,11,5632
width,20,10377
width,40,22337
width,80,176873
nss,1,28786
nss,2,180801
total_phy_tx,0,209587
rx_bytes_total,0,164095400
