field,value,count
mcs,0,1063
mcs,1,282
mcs,2,704
mcs,3,2117
mcs,4,47652
mcs,5,24948
mcs,6,33867
mcs,7,88075
mcs,8,29436
mcs,9,38896
mcs,10,8440
mcs,11,5588
width,20,8319
width,40,48097
width,80,224652
nss,1,37397
nss,2,243671
total_phy_tx,0,281068
rx_bytes_total,0,336793800
