time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,36155000,578.4800
1.5000,1.000,38729600,619.6736
2.0000,1.000,37956800,607.3088
2.5000,1.000,40395600,646.3296
3.0000,1.000,41272000,660.3520
3.5000,1.000,39785200,636.5632
4.0000,1.000,38640000,618.2400
4.5000,1.000,40804400,652.8704
5.0000,1.000,39298000,628.7680
5.5000,1.000,39194400,627.1104
6.0000,1.000,42156800,674.5088
6.5000,1.000,40223400,643.5744
7.0000,1.000,31386600,502.1856
7.5000,1.000,39240600,627.8496
8.0000,1.000,42264600,676.2336
8.5000,1.000,29811600,476.9856
9.0000,1.000,30182600,482.9216
9.5000,1.000,35044800,560.7168
10.0000,1.000,36267000,580.2720
