field,value,count
mcs,0,5184
mcs,1,260
mcs,2,1871
mcs,3,3028
mcs,4,10692
mcs,5,6895
mcs,6,3247
mcs,7,5764
mcs,8,4004
mcs,9,2816
mcs,10,1276
mcs,11,1628
width,20,3709
width,40,10934
width,80,32022
nss,1,13967
nss,2,32698
total_phy_tx,0,46665
rx_bytes_total,0,22946000
