field,value,count
mcs,0,3091
mcs,1,2789
mcs,2,4763
mcs,3,2388
mcs,4,35116
mcs,5,11771
mcs,6,27075
mcs,7,19103
mcs,8,24456
mcs,9,17160
mcs,10,5016
mcs,11,4224
width,20,14907
width,40,28291
width,80,113754
nss,1,28394
nss,2,128558
total_phy_tx,0,156952
rx_bytes_total,0,158823000
