field,value,count
mcs,0,413
mcs,5,132
mcs,6,308
mcs,7,46992
mcs,8,103884
mcs,9,104588
mcs,10,56416
mcs,11,228190
width,20,127
width,40,399
width,80,540397
nss,1,589
nss,2,540334
total_phy_tx,0,540923
rx_bytes_total,0,725480000
