time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,33668600,538.6976
1.5000,8.500,25485600,407.7696
2.0000,11.000,20753600,332.0576
2.5000,13.500,17760400,284.1664
3.0000,16.000,15780800,252.4928
3.5000,18.500,11373600,181.9776
4.0000,21.000,8632400,138.1184
4.5000,23.500,7957600,127.3216
5.0000,26.000,7054600,112.8736
5.5000,28.500,7532000,120.5120
6.0000,31.000,3516800,56.2688
6.5000,33.500,3329200,53.2672
7.0000,36.000,2164400,34.6304
7.5000,38.500,1544200,24.7072
8.0000,41.000,1254400,20.0704
8.5000,43.500,946400,15.1424
9.0000,46.000,632800,10.1248
9.5000,48.500,364000,5.8240
10.0000,51.000,163800,2.6208
