time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,42165200,674.6432
1.5000,1.000,37522800,600.3648
2.0000,1.000,40532800,648.5248
2.5000,1.000,40598600,649.5776
3.0000,1.000,35470400,567.5264
3.5000,1.000,36008000,576.1280
4.0000,1.000,35173600,562.7776
4.5000,1.000,34582800,553.3248
5.0000,1.000,36240400,579.8464
5.5000,1.000,36220800,579.5328
6.0000,1.000,35778400,572.4544
6.5000,1.000,36402800,582.4448
7.0000,1.000,32963000,527.4080
7.5000,1.000,36233400,579.7344
8.0000,1.000,36405600,582.4896
8.5000,1.000,36128400,578.0544
9.0000,1.000,36479800,583.6768
9.5000,1.000,36342600,581.4816
10.0000,1.000,36353800,581.6608
