field,value,count
mcs,0,5170
mcs,1,601
mcs,2,664
mcs,3,1058
mcs,4,13200
mcs,5,2394
mcs,6,5279
mcs,7,4297
mcs,8,3300
mcs,9,1056
mcs,10,1485
mcs,11,1144
width,20,5103
width,40,14709
width,80,19836
nss,1,15130
nss,2,24518
total_phy_tx,0,39648
rx_bytes_total,0,23444400
