time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,34624800,553.9968
1.5000,4.000,33994800,543.9168
2.0000,5.000,32615800,521.8528
2.5000,6.000,30433200,486.9312
3.0000,7.000,25440800,407.0528
3.5000,8.000,24910200,398.5632
4.0000,9.000,21536200,344.5792
4.5000,10.000,21869400,349.9104
5.0000,11.000,18440800,295.0528
5.5000,12.000,19257000,308.1120
6.0000,13.000,16703400,267.2544
6.5000,14.000,14348600,229.5776
7.0000,15.000,17122000,273.9520
7.5000,16.000,12829600,205.2736
8.0000,17.000,9805600,156.8896
8.5000,18.000,9927400,158.8384
9.0000,19.000,9871400,157.9424
9.5000,20.000,7959000,127.3440
10.0000,21.000,8282400,132.5184
