field,value,count
mcs,0,4662
mcs,1,5500
mcs,2,14212
mcs,3,12760
mcs,4,21516
mcs,5,5280
mcs,6,5808
mcs,7,13684
mcs,8,5412
mcs,9,17741
mcs,10,176
mcs,11,176
width,20,137
width,80,106790
nss,1,4662
nss,2,102265
total_phy_tx,0,106927
rx_bytes_total,0,81355400
