field,value,count
mcs,0,4522
mcs,1,2129
mcs,2,2424
mcs,3,1427
mcs,4,13317
mcs,5,6002
mcs,6,7109
mcs,7,13551
mcs,8,14256
mcs,9,1452
mcs,10,3520
mcs,11,1804
width,20,9646
width,40,29401
width,80,32466
nss,1,22199
nss,2,49314
total_phy_tx,0,71513
rx_bytes_total,0,60267200
