time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,36155000,578.4800
1.5000,4.000,35340200,565.4432
2.0000,5.000,31778600,508.4576
2.5000,6.000,31341800,501.4688
3.0000,7.000,28288400,452.6144
3.5000,8.000,24985800,399.7728
4.0000,9.000,20874000,333.9840
4.5000,10.000,17883600,286.1376
5.0000,11.000,19727400,315.6384
5.5000,12.000,19070800,305.1328
6.0000,13.000,17974600,287.5936
6.5000,14.000,17133200,274.1312
7.0000,15.000,13484800,215.7568
7.5000,16.000,10696000,171.1360
8.0000,17.000,7701400,123.2224
8.5000,18.000,6346200,101.5392
9.0000,19.000,6049400,96.7904
9.5000,20.000,4796400,76.7424
10.0000,21.000,4155200,66.4832
