time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30388400,486.2144
1.5000,8.500,27935600,446.9696
2.0000,11.000,23545200,376.7232
2.5000,13.500,17866800,285.8688
3.0000,16.000,15412600,246.6016
3.5000,18.500,15250200,244.0032
4.0000,21.000,10843000,173.4880
4.5000,23.500,9812600,157.0016
5.0000,26.000,9035600,144.5696
5.5000,28.500,7712600,123.4016
6.0000,31.000,4093600,65.4976
6.5000,33.500,3435600,54.9696
7.0000,36.000,1978200,31.6512
7.5000,38.500,1941800,31.0688
8.0000,41.000,1569400,25.1104
8.5000,43.500,893200,14.2912
9.0000,46.000,554400,8.8704
9.5000,48.500,123200,1.9712
10.0000,51.000,123200,1.9712
