time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,34729800,555.6768
1.5000,4.000,35036400,560.5824
2.0000,5.000,31661000,506.5760
2.5000,6.000,28463400,455.4144
3.0000,7.000,26307400,420.9184
3.5000,8.000,23975000,383.6000
4.0000,9.000,21201600,339.2256
4.5000,10.000,18874800,301.9968
5.0000,11.000,17782800,284.5248
5.5000,12.000,17269000,276.3040
6.0000,13.000,15313200,245.0112
6.5000,14.000,13133400,210.1344
7.0000,15.000,11362400,181.7984
7.5000,16.000,10015600,160.2496
8.0000,17.000,9431800,150.9088
8.5000,18.000,6494600,103.9136
9.0000,19.000,6958000,111.3280
9.5000,20.000,4935000,78.9600
10.0000,21.000,4090800,65.4528
