field,value,count
mcs,0,3804
mcs,1,741
mcs,2,1831
mcs,3,2625
mcs,4,59119
mcs,5,17240
mcs,6,14783
mcs,7,38665
mcs,8,37205
mcs,9,30316
mcs,10,6072
mcs,11,6245
width,20,9086
width,40,20570
width,80,188990
nss,1,24680
nss,2,193966
total_phy_tx,0,218646
rx_bytes_total,0,175449400
