time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,28806400,460.9024
1.5000,8.500,26054000,416.8640
2.0000,11.000,20741000,331.8560
2.5000,13.500,15850800,253.6128
3.0000,16.000,13351800,213.6288
3.5000,18.500,9335200,149.3632
4.0000,21.000,6687800,107.0048
4.5000,23.500,5462800,87.4048
5.0000,26.000,3777200,60.4352
5.5000,28.500,3019800,48.3168
6.0000,31.000,2363200,37.8112
6.5000,33.500,2009000,32.1440
7.0000,36.000,1783600,28.5376
7.5000,38.500,1173200,18.7712
8.0000,41.000,1296400,20.7424
8.5000,43.500,819000,13.1040
9.0000,46.000,585200,9.3632
9.5000,48.500,268800,4.3008
10.0000,51.000,110600,1.7696
