time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,41295800,660.7328
1.5000,1.000,37683800,602.9408
2.0000,1.000,40573400,649.1744
2.5000,1.000,41210400,659.3664
3.0000,1.000,36493800,583.9008
3.5000,1.000,37899400,606.3904
4.0000,1.000,34967800,559.4848
4.5000,1.000,36642200,586.2752
5.0000,1.000,37371600,597.9456
5.5000,1.000,39608800,633.7408
6.0000,1.000,38316600,613.0656
6.5000,1.000,37074800,593.1968
7.0000,1.000,34643000,554.2880
7.5000,1.000,37350600,597.6096
8.0000,1.000,38319400,613.1104
8.5000,1.000,38614800,617.8368
9.0000,1.000,38298400,612.7744
9.5000,1.000,38588200,617.4112
10.0000,1.000,40527200,648.4352
