field,value,count
mcs,0,4770
mcs,1,1425
mcs,2,1990
mcs,3,1626
mcs,4,2514
mcs,5,1770
mcs,6,2806
mcs,7,2565
mcs,8,2288
mcs,9,1056
mcs,10,484
mcs,11,616
width,20,7485
width,40,8615
width,80,7810
nss,1,15674
nss,2,8236
total_phy_tx,0,23910
rx_bytes_total,0,17599400
