time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,35607600,569.7216
1.5000,4.000,35092400,561.4784
2.0000,5.000,31941000,511.0560
2.5000,6.000,28334600,453.3536
3.0000,7.000,26434800,422.9568
3.5000,8.000,23307200,372.9152
4.0000,9.000,21183400,338.9344
4.5000,10.000,20393800,326.3008
5.0000,11.000,17854200,285.6672
5.5000,12.000,16322600,261.1616
6.0000,13.000,15710800,251.3728
6.5000,14.000,12233200,195.7312
7.0000,15.000,10215800,163.4528
7.5000,16.000,7947800,127.1648
8.0000,17.000,7435400,118.9664
8.5000,18.000,5675600,90.8096
9.0000,19.000,6270600,100.3296
9.5000,20.000,5177200,82.8352
10.0000,21.000,4237800,67.8048
