time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,22887200,366.1952
1.5000,16.000,14625800,234.0128
2.0000,21.000,9385600,150.1696
2.5000,26.000,5551000,88.8160
3.0000,31.000,3907400,62.5184
3.5000,36.000,3087000,49.3920
4.0000,41.000,2098600,33.5776
4.5000,46.000,1058400,16.9344
5.0000,51.000,729400,11.6704
5.5000,56.000,218400,3.4944
6.0000,61.000,89600,1.4336
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
