field,value,count
mcs,0,4515
mcs,1,1733
mcs,2,2339
mcs,3,2449
mcs,4,19121
mcs,5,7529
mcs,6,7725
mcs,7,11316
mcs,8,8052
mcs,9,5060
mcs,10,3300
mcs,11,2277
width,20,9788
width,40,23139
width,80,42489
nss,1,20012
nss,2,55404
total_phy_tx,0,75416
rx_bytes_total,0,66179400
