time_s,distance_m,rx_bytes,throughput_mbps
1.0000,3.000,35520800,568.3328
1.5000,4.000,34756400,556.1024
2.0000,5.000,32230800,515.6928
2.5000,6.000,31584000,505.3440
3.0000,7.000,28197400,451.1584
3.5000,8.000,25697000,411.1520
4.0000,9.000,24607800,393.7248
4.5000,10.000,19569200,313.1072
5.0000,11.000,19107200,305.7152
5.5000,12.000,17227000,275.6320
6.0000,13.000,14746200,235.9392
6.5000,14.000,10557400,168.9184
7.0000,15.000,9507400,152.1184
7.5000,16.000,8271200,132.3392
8.0000,17.000,7742000,123.8720
8.5000,18.000,6694800,107.1168
9.0000,19.000,5829600,93.2736
9.5000,20.000,4522000,72.3520
10.0000,21.000,4541600,72.6656
