field,value,count
mcs,0,3506
mcs,1,2775
mcs,2,3461
mcs,3,2541
mcs,4,36557
mcs,5,7177
mcs,6,11710
mcs,7,38684
mcs,8,30052
mcs,9,8448
mcs,10,4669
mcs,11,3828
width,20,12432
width,40,33308
width,80,107668
nss,1,29539
nss,2,123869
total_phy_tx,0,153408
rx_bytes_total,0,155724800
