field,value,count
mcs,0,5139
mcs,1,507
mcs,2,1504
mcs,3,1534
mcs,4,3920
mcs,5,4889
mcs,6,11343
mcs,7,4292
mcs,8,1848
mcs,9,2068
mcs,10,1441
mcs,11,1320
width,20,4387
width,40,15131
width,80,20287
nss,1,17911
nss,2,21894
total_phy_tx,0,39805
rx_bytes_total,0,21015400
