time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31001600,496.0256
1.5000,8.500,27000400,432.0064
2.0000,11.000,22202600,355.2416
2.5000,13.500,20433000,326.9280
3.0000,16.000,12595800,201.5328
3.5000,18.500,12115600,193.8496
4.0000,21.000,8094800,129.5168
4.5000,23.500,7694400,123.1104
5.0000,26.000,5653200,90.4512
5.5000,28.500,6342000,101.4720
6.0000,31.000,4698400,75.1744
6.5000,33.500,3176600,50.8256
7.0000,36.000,3267600,52.2816
7.5000,38.500,2494800,39.9168
8.0000,41.000,1428000,22.8480
8.5000,43.500,1331400,21.3024
9.0000,46.000,1022000,16.3520
9.5000,48.500,438200,7.0112
10.0000,51.000,242200,3.8752
