field,value,count
mcs,0,3401
mcs,1,7612
mcs,2,22748
mcs,3,25828
mcs,4,42548
mcs,5,11220
mcs,6,13024
mcs,7,28292
mcs,8,9900
mcs,9,44448
mcs,10,3740
mcs,11,4004
mcs,12,528
mcs,13,88
width,20,127
width,80,217254
nss,1,3401
nss,2,213980
total_phy_tx,0,217381
rx_bytes_total,0,185357200
