field,value,count
mcs,0,1810
mcs,1,2684
mcs,2,9284
mcs,3,17952
mcs,4,48576
mcs,5,16500
mcs,6,22616
mcs,7,53636
mcs,8,21120
mcs,9,120868
mcs,10,13640
mcs,11,22474
mcs,12,7768
mcs,13,10032
width,20,128
width,80,368832
nss,1,1810
nss,2,367150
total_phy_tx,0,368960
rx_bytes_total,0,412479200
